project_ptr_id,name,budget,staff_list_plain,aims,description
642,"<p>CSIRO, The University of Western Australia</p>",<p>Nil</p>,"T Tucker, S Whiting","<p>1. Collect and archive biopsy samples from 6 species of WAS sea turtles</p>
<p>2. With sufficient samples, conduct stable isotope analysis to determine chemical signatures that are associated with where turtles forage and and what they feed upon.</p>
<p>3.The stable isotope signatures link habitat types and bioregion with the individual animals.</p>
<p>4.&nbsp; Highly migratory turtles can be sampled at nesting grounds to give understanding of the isotopes acquired at distant foraging grounds.</p>","<p>Ontogenetic changes in resource use often delimit transitions between life stages. Ecological and individual factors can cause variation in the timing and consistency of these transitions, ultimately affecting community and population dynamics through changes in growth and survival. Therefore, it is important to document and understand behavioral and life history polymorphisms, and the processes that drive intraspecific variation in them. To evaluate juvenile and adult flatback turtle life history variation and to detect shifts in habitat and diet that occur during ontogenetic shifts, we will sequentially analyze the stable isotope composition of bulk skin tissue from nesting of inwater turtles in WA. These data will provide a new line of evidence whether juvenile turtles exhibit a major ontogenetic shift pattern or remain in nearshore developmental habitats. A difference in isotopic baselines between juvenile and adult stages would hypothetically be driven by a coupled change in both habitat and diet, and that facultative shifters utilize both neritic and oceanic resources within transitional growth years. &nbsp;The results will expand our understanding of sea turtle life history polymorphisms and demonstrate the value of bone tissue analysis to the study of this variation. Sequential analysis of annual skeletal growth increments provides a valuable method for reconstructing long-term ontogenetic changes in foraging ecology and habitat use in long-lived, cryptic marine species.</p>
<p>We have expanded samples since the discovery of accessible flatback turtle foraging grounds in 2018 and tested lab tehniques with other species.&nbsp; Skeletological and isotope studies (skeleto-iso) are underway.</p>
<p>Vanderklift MA, Pillans RD, Rochester W, Stubbs JL, Skrzypek G, <strong>Tucker</strong> AD, Whiting SD.&nbsp; (in press 2023) Ontogenetic changes in green turtle (Chelonia mydas) diet and habitat use in a tropical lagoon. Frontiers in Ecology and Evolution 11-23 <a href=""https://doi.org/10.3389/fevo.2023.1139441"">doi: 10.3389/fevo.2023.1139441</a></p>
<p>Vanderklift MA, O&rsquo;Connell TC, Pillans RD, Robson N, Skrzpek G, Stubbs JT, <strong>Tucker AD</strong>. (2020) Comparisons of stable isotope composition among tissues of green turtles. Rapid Communications in Mass Spectroscopy doi: 10.1002/rcm.8839.</p>
<p>Ceriani et al (<strong>Tucker</strong> among 27 co-authors). (FMS 1189661) Monitoring population-level foraging distribution of a marine migratory species from land: strengths and weaknesses of the isotopic approach on the Northwest Atlantic loggerhead turtle aggregation. Frontiers in Marine Science</p>"
394,"<p>Central Desert Native Title Services, Bush Heritage Australia</p>","<p>$25,000</p>","S van Leeuwen, K Quinlan, M Langley, N Gibson, M Cowan, A Pinder, L Gibson",,
393,"<p>Fortescue Metals Group, BHP Billiton</p>","<p>$245,000 (2014-2016)</p>","S van Leeuwen, M Lyons, A Markey",,
391,"<p>Atlas Iron, Rio Tinto, BHP, Kanyirninpa Jukurrpa, BatCall WA</p>","<p>$320,000</p>","L Gibson, K Ottewell, L Umbrello",,
1015,"<p>Margaret River Busselton Tourist Association Inc, Curtin University</p>","<p>$10,000</p>","M Venarsky, G McGrath",<p>Characterise which plant species are contributing to the dissolved organic carbon in cave pools of the Leeuwin Naturalist Ridge and to evaluate possible hydrological connections to plantation forests.&nbsp;</p>,"<p>Cave pools on the Leeuwin Naturalist Ridge host Priority Ecological Communities under threat from a drying climate. Specifically these aquatic root-mat ecological communities have been documented in several areas to have rare species and species assemblages. Carbon from tree roots and dissolved organic carbon in groundwater is the basis of the food web in these systems. A drying climate and land use change pose a threat to these communities however the hydrogeology of this karst region is challenging to measure and to evaluate how it will be impacted by the threats. This project aims to apply novel isotopic and environmental DNA as environmental tracers to establish linkages between caves and possible threatening land uses.</p>
<p>Water sampling from Lake, Mammoth and Calgardup Caves will be conducted and water samples analysed at Curtin University. Novel eDNA, compound specific isotope methods as well as carbon and water isotope analyses will be performed. Using this information along with DNA samples collected from dominant vegetation in the area of the caves and nearby Blue gum plantations the relative contributions of species to dissolved organic carbon will be evaluated. Together with geophysics collected in and around Lake Cave a conceptual hydrogeological model will be developed in relation to the potential for connectivity between the caves and plantation forests.</p>"
704,"<p>Australian Research Council, The University of Western Australia,&nbsp;Australian National University</p>","<p>$1,400,000</p>",S Krauss,"<p>Assess the unique genetic consequences&nbsp;for plants pollinated by vertebrates.</p>
<p>Employ innovative field and lab based methods to gain a mechanistic understanding of vertebrate pollinator behaviour.</p>","<p>Pollen dispersal between plants, predominantly by insects and wind, is characteristically restricted to nearest neighbours. Our recent molecular analysis of paternity for a <em>Banksia</em>pollinated by nectar-feeding birds showed atypical pollen dispersal, with high multiple paternity, wide outcrossing and local panmixis. With much of the Australian flora also bird-pollinated, our initial results have potentially wide and novel significance. We are&nbsp;testing the generality of our observations for other vertebrate-pollinated species, and to test the conservation and evolutionary consequences of reduced pollen dispersal caused by habitat fragmentation and declining pollinators for a pollination paradigm facilitating promiscuity.</p>
<p>Research has focussed on iconic Western Australian species including <em>Eucalyptus caesia</em>, <em>Anigozanthos manglesii</em>, <em>A. humilis</em>, <em>Banksia menziesii</em>, <em>B. ilicifolia</em>, several species of honeyeater, the honey possum and western pygmy possums.</p>
<p>&nbsp;</p>"
998,"<p>University of New South Wales, Western Sydney University, Royal Botanic Gardens and Domain Trust etc</p>","<p>$500,000</p>",C Gosper,,
693,<p>Kanyirninpa Jukurrpa</p>,"<p>$17,000</p>","K Zdunic, J Chapman",<p>The aim of this project was to map broad land cover classes to inform fire management&nbsp;over Western Desert (Landsat scene 110/76). The project is a pilot which&nbsp;if successful the developed methodology could be applied across the Western Desert. However&nbsp;customised analysis may be required in varying landscapes from the pilot project area.</p>,"<p>Land management and decision making rely heavily on consistent land cover information. In reality the coverage and currency of such mapping is poor, especially in the remote arid interior of Western Australia.&nbsp; Satellite imagery analysis combined with appropriate field data can help supply these base data sets by producing a snapshot of land cover with complete coverage over a regional ecosystem within a single time period.&nbsp; Field data is essential as desktop aerial photograph interpretation is limited by image resolution and quality; capture date and coverage.&nbsp; The field data captured needs to be suitable for use with high resolution satellite imagery and is different to field data collected for ecological purposes.&nbsp;</p>"
520,<p>National Environmental Science Program - Threatened Species Recovery Hub</p>,"<p>$699,000</p>","L Monks, R Dillon, M Byrne",,
1059,<p>Rio Tinto</p>,"<p>$97,000</p>","M Byrne, J Filipe, R Binks",,
356,<p>WA Naturalists Club </p>,<p>$10K </p>,"N Bougher, R Hart",,
344,<p>The University of Western Australia </p>,<p>Nil </p>,"K Friedman, A Kendrick, S Wilson, M Rule, K Bancroft, T Holmes",,
